Date,Daily Change
2018-04-18,0.00048800000000004395
2018-05-30,-0.0022619999999999862
2018-07-11,-0.0018979999999999553
2018-09-05,-0.004614000000000007
2018-10-24,0.0009509999999999241
2018-12-05,-0.0032760000000000566
2019-01-09,0.002781999999999951
2019-03-06,-0.0023290000000000255
2019-04-24,-0.004597999999999991
2019-05-29,-0.002731000000000039
2019-07-10,-0.001330999999999971
2019-09-04,-0.00029800000000002047
2019-10-30,-0.00195500000000004
2019-12-04,0.0006279999999999619
2020-01-22,-0.0016479999999999828
2020-03-04,-0.0029449999999999754
2020-03-13,-0.008842000000000017
2020-03-27,0.00900500000000004
2020-04-15,-0.0004049999999999887
2020-06-03,0.003950999999999927
2020-07-15,0.0005949999999999012
2020-09-09,-0.008265999999999996
2020-10-28,0.0008210000000000717
2020-12-09,-0.0008660000000000334
2021-01-20,0.0015599999999998948
2021-03-10,0.0009250000000000647
2021-04-21,-0.005686999999999998
2021-06-09,-0.0016880000000000228
2021-07-14,-0.0042200000000000015
2021-09-08,-0.007072000000000078
2021-10-27,-0.0008089999999999486
2021-12-08,0.007199999999999984
2022-01-26,0.0006030000000000202
2022-03-02,-0.0035370000000000124
2022-04-13,0.0003570000000000517
2022-06-01,0.0010129999999999306
2022-07-13,-0.0021559999999999357
2022-09-07,-0.0014359999999999928
2022-10-26,0.004209000000000018
2022-12-07,-0.003310000000000035
2023-01-25,-0.0002630000000000132
2023-03-08,-0.007040000000000046
2023-04-12,0.0022499999999999742
2023-06-07,0.002742000000000022
2023-07-12,0.0026370000000000005
2023-09-06,-0.00216700000000003
2023-10-25,-0.00282300000000002
2023-12-06,-0.002825999999999995
2024-01-24,0.0012079999999999869
2024-03-06,-0.0009759999999999769
